,description,title,personalData
550,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '39946.703', 'year': '2010', 'ager': '5', 'direl': '3', 'ethnic1R': '1', 'gender': '2', 'hincome': '6', 'hispanic': '2', 'injury': '0', 'locationr': '5', 'marital2': '1', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '0', 'race1R': '1', 'region': '2', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
551,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '4202.688', 'year': '2010', 'ager': '5', 'direl': '3', 'ethnic1R': '2', 'gender': '2', 'hincome': '1', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '1', 'msa': '1', 'newcrime': '1', 'newoff': '3', 'notify': '1', 'popsize': '1', 'race1R': '2', 'region': '2', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '1', 'weapcat': '2', 'weapon': '1'}"
552,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2965.0085', 'year': '2010', 'ager': '6', 'direl': '1', 'ethnic1R': '1', 'gender': '1', 'hincome': '2', 'hispanic': '2', 'injury': '0', 'locationr': '3', 'marital2': '1', 'msa': '3', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '1', 'race1R': '1', 'region': '2', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
553,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3280.7905', 'year': '2010', 'ager': '6', 'direl': '4', 'ethnic1R': '1', 'gender': '2', 'hincome': '6', 'hispanic': '2', 'injury': '0', 'locationr': '3', 'marital2': '2', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '0', 'race1R': '1', 'region': '1', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '5', 'weapon': '3'}"
554,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2193.666', 'year': '2010', 'ager': '6', 'direl': '5', 'ethnic1R': '1', 'gender': '1', 'hincome': '88', 'hispanic': '2', 'injury': '0', 'locationr': '3', 'marital2': '2', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '0', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
555,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3615.968', 'year': '2010', 'ager': '5', 'direl': '1', 'ethnic1R': '1', 'gender': '2', 'hincome': '5', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '5', 'msa': '3', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '0', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
556,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3781.9421', 'year': '2010', 'ager': '1', 'direl': '2', 'ethnic1R': '1', 'gender': '2', 'hincome': '5', 'hispanic': '2', 'injury': '1', 'locationr': '1', 'marital2': '1', 'msa': '3', 'newcrime': '1', 'newoff': '3', 'notify': '1', 'popsize': '0', 'race1R': '1', 'region': '3', 'seriousviolent': '1', 'treatment': '1', 'vicservices': '2', 'weapcat': '3', 'weapon': '1'}"
557,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2873.9658', 'year': '2010', 'ager': '7', 'direl': '3', 'ethnic1R': '2', 'gender': '1', 'hincome': '2', 'hispanic': '2', 'injury': '1', 'locationr': '1', 'marital2': '3', 'msa': '2', 'newcrime': '1', 'newoff': '2', 'notify': '1', 'popsize': '0', 'race1R': '2', 'region': '3', 'seriousviolent': '1', 'treatment': '2', 'vicservices': '2', 'weapcat': '1', 'weapon': '1'}"
558,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '4359.3564', 'year': '2010', 'ager': '4', 'direl': '2', 'ethnic1R': '1', 'gender': '2', 'hincome': '2', 'hispanic': '2', 'injury': '1', 'locationr': '1', 'marital2': '1', 'msa': '3', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '1', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
559,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3760.9587', 'year': '2010', 'ager': '5', 'direl': '5', 'ethnic1R': '1', 'gender': '2', 'hincome': '6', 'hispanic': '2', 'injury': '0', 'locationr': '4', 'marital2': '1', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '1', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '1', 'weapcat': '0', 'weapon': '2'}"
560,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3760.9587', 'year': '2010', 'ager': '5', 'direl': '3', 'ethnic1R': '1', 'gender': '2', 'hincome': '6', 'hispanic': '2', 'injury': '0', 'locationr': '4', 'marital2': '1', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '1', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '1', 'weapcat': '0', 'weapon': '2'}"
561,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '5474.6104', 'year': '2010', 'ager': '6', 'direl': '1', 'ethnic1R': '2', 'gender': '1', 'hincome': '3', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '1', 'msa': '3', 'newcrime': '1', 'newoff': '3', 'notify': '1', 'popsize': '1', 'race1R': '2', 'region': '3', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '2', 'weapcat': '2', 'weapon': '1'}"
562,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2874.8743', 'year': '2010', 'ager': '6', 'direl': '3', 'ethnic1R': '2', 'gender': '2', 'hincome': '5', 'hispanic': '2', 'injury': '1', 'locationr': '3', 'marital2': '4', 'msa': '2', 'newcrime': '1', 'newoff': '1', 'notify': '2', 'popsize': '1', 'race1R': '2', 'region': '3', 'seriousviolent': '1', 'treatment': '1', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
563,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '22576.363', 'year': '2010', 'ager': '6', 'direl': '1', 'ethnic1R': '1', 'gender': '2', 'hincome': '4', 'hispanic': '2', 'injury': '0', 'locationr': '3', 'marital2': '5', 'msa': '3', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '0', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
564,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '29967.031', 'year': '2010', 'ager': '6', 'direl': '4', 'ethnic1R': '2', 'gender': '1', 'hincome': '6', 'hispanic': '2', 'injury': '0', 'locationr': '5', 'marital2': '2', 'msa': '1', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '2', 'race1R': '2', 'region': '3', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
565,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '1531.9323', 'year': '2010', 'ager': '4', 'direl': '4', 'ethnic1R': '1', 'gender': '2', 'hincome': '3', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '3', 'msa': '1', 'newcrime': '1', 'newoff': '3', 'notify': '1', 'popsize': '2', 'race1R': '1', 'region': '4', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '1', 'weapcat': '1', 'weapon': '1'}"
566,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2467.5566', 'year': '2010', 'ager': '7', 'direl': '4', 'ethnic1R': '1', 'gender': '1', 'hincome': '6', 'hispanic': '2', 'injury': '0', 'locationr': '5', 'marital2': '2', 'msa': '3', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '4', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
567,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2409.63', 'year': '2010', 'ager': '7', 'direl': '4', 'ethnic1R': '1', 'gender': '2', 'hincome': '6', 'hispanic': '2', 'injury': '0', 'locationr': '5', 'marital2': '2', 'msa': '3', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '4', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
568,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '20230.758', 'year': '2010', 'ager': '6', 'direl': '3', 'ethnic1R': '1', 'gender': '2', 'hincome': '2', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '4', 'msa': '3', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '0', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '1', 'weapcat': '0', 'weapon': '2'}"
569,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2415.06', 'year': '2010', 'ager': '8', 'direl': '3', 'ethnic1R': '1', 'gender': '1', 'hincome': '7', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '4', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
570,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2415.06', 'year': '2010', 'ager': '8', 'direl': '3', 'ethnic1R': '1', 'gender': '1', 'hincome': '7', 'hispanic': '2', 'injury': '1', 'locationr': '1', 'marital2': '4', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '1', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
571,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2317.991', 'year': '2010', 'ager': '3', 'direl': '4', 'ethnic1R': '4', 'gender': '2', 'hincome': '88', 'hispanic': '1', 'injury': '1', 'locationr': '1', 'marital2': '2', 'msa': '1', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '3', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '2', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
572,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '1639.6967', 'year': '2010', 'ager': '5', 'direl': '1', 'ethnic1R': '1', 'gender': '2', 'hincome': '1', 'hispanic': '2', 'injury': '1', 'locationr': '1', 'marital2': '1', 'msa': '1', 'newcrime': '1', 'newoff': '1', 'notify': '1', 'popsize': '2', 'race1R': '1', 'region': '4', 'seriousviolent': '1', 'treatment': '2', 'vicservices': '1', 'weapcat': '2', 'weapon': '1'}"
573,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3066.276', 'year': '2010', 'ager': '2', 'direl': '3', 'ethnic1R': '1', 'gender': '2', 'hincome': '3', 'hispanic': '2', 'injury': '1', 'locationr': '4', 'marital2': '1', 'msa': '3', 'newcrime': '1', 'newoff': '4', 'notify': '3', 'popsize': '1', 'race1R': '1', 'region': '2', 'seriousviolent': '2', 'treatment': '2', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
574,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3066.276', 'year': '2010', 'ager': '2', 'direl': '3', 'ethnic1R': '1', 'gender': '2', 'hincome': '3', 'hispanic': '2', 'injury': '1', 'locationr': '1', 'marital2': '1', 'msa': '3', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '1', 'race1R': '1', 'region': '2', 'seriousviolent': '2', 'treatment': '2', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
575,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2649.4675', 'year': '2010', 'ager': '7', 'direl': '5', 'ethnic1R': '1', 'gender': '1', 'hincome': '1', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '3', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '2', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
576,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3295.5894', 'year': '2010', 'ager': '4', 'direl': '4', 'ethnic1R': '4', 'gender': '2', 'hincome': '88', 'hispanic': '1', 'injury': '0', 'locationr': '2', 'marital2': '1', 'msa': '1', 'newcrime': '1', 'newoff': '1', 'notify': '2', 'popsize': '1', 'race1R': '1', 'region': '4', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
577,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2776.7864', 'year': '2010', 'ager': '6', 'direl': '3', 'ethnic1R': '1', 'gender': '1', 'hincome': '3', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '5', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '0', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
578,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2776.7864', 'year': '2010', 'ager': '6', 'direl': '3', 'ethnic1R': '1', 'gender': '1', 'hincome': '3', 'hispanic': '2', 'injury': '0', 'locationr': '3', 'marital2': '5', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '0', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
579,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2949.6882', 'year': '2010', 'ager': '6', 'direl': '3', 'ethnic1R': '1', 'gender': '1', 'hincome': '3', 'hispanic': '2', 'injury': '1', 'locationr': '3', 'marital2': '2', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '0', 'race1R': '1', 'region': '4', 'seriousviolent': '2', 'treatment': '1', 'vicservices': '2', 'weapcat': '5', 'weapon': '3'}"
580,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2947.377', 'year': '2010', 'ager': '5', 'direl': '4', 'ethnic1R': '1', 'gender': '2', 'hincome': '3', 'hispanic': '2', 'injury': '0', 'locationr': '3', 'marital2': '1', 'msa': '1', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '4', 'race1R': '1', 'region': '4', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
581,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3632.2727', 'year': '2010', 'ager': '7', 'direl': '3', 'ethnic1R': '1', 'gender': '1', 'hincome': '6', 'hispanic': '2', 'injury': '1', 'locationr': '5', 'marital2': '2', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '0', 'race1R': '1', 'region': '2', 'seriousviolent': '2', 'treatment': '2', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
582,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2757.3425', 'year': '2010', 'ager': '7', 'direl': '4', 'ethnic1R': '2', 'gender': '1', 'hincome': '88', 'hispanic': '2', 'injury': '0', 'locationr': '3', 'marital2': '1', 'msa': '1', 'newcrime': '1', 'newoff': '2', 'notify': '2', 'popsize': '4', 'race1R': '2', 'region': '2', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '2', 'weapcat': '4', 'weapon': '1'}"
583,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3055.1143', 'year': '2010', 'ager': '6', 'direl': '1', 'ethnic1R': '1', 'gender': '2', 'hincome': '3', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '5', 'msa': '3', 'newcrime': '1', 'newoff': '1', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '2', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '1', 'weapcat': '0', 'weapon': '2'}"
